07 янв. 2021 04:12:19,184 [main] ERROR ru.sfedu.photosearch.App - SELECT query failed to execute: Метод разрешен только для запросов. Используйте execute или executeUpdate вместо executeQuery
07 янв. 2021 05:18:28,096 [main] DEBUG ru.sfedu.photosearch.App - 322 Maksim Gorky 35 
07 янв. 2021 05:18:28,097 [main] DEBUG ru.sfedu.photosearch.App - 354 Maksim Gorky 35 
07 янв. 2021 05:18:28,097 [main] DEBUG ru.sfedu.photosearch.App - 386 Maksim Gorky 35 
07 янв. 2021 05:18:28,097 [main] DEBUG ru.sfedu.photosearch.App - 418 Maksim Gorky 35 
07 янв. 2021 05:18:28,097 [main] DEBUG ru.sfedu.photosearch.App - 450 Maksim Gorky 35 
07 янв. 2021 05:18:30,971 [main] INFO  ru.sfedu.photosearch.App - test completed
07 янв. 2021 05:18:33,530 [main] INFO  ru.sfedu.photosearch.App - [INSERTED 1 rows]
07 янв. 2021 05:18:33,542 [main] DEBUG ru.sfedu.photosearch.App - select contains 4
07 янв. 2021 05:18:33,542 [main] DEBUG ru.sfedu.photosearch.App - 1 Maksim Gorky 35 
07 янв. 2021 05:18:33,543 [main] DEBUG ru.sfedu.photosearch.App - 33 Maksim Gorky 35 
07 янв. 2021 05:18:33,543 [main] DEBUG ru.sfedu.photosearch.App - 65 Maksim Gorky 35 
07 янв. 2021 05:18:33,543 [main] DEBUG ru.sfedu.photosearch.App - 97 Maksim Gorky 35 
07 янв. 2021 05:18:33,543 [main] DEBUG ru.sfedu.photosearch.App - 129 Maksim Gorky 35 
07 янв. 2021 05:18:33,543 [main] DEBUG ru.sfedu.photosearch.App - 161 Maksim Gorky 35 
07 янв. 2021 05:18:33,543 [main] DEBUG ru.sfedu.photosearch.App - 193 Maksim Gorky 35 
07 янв. 2021 05:18:33,544 [main] DEBUG ru.sfedu.photosearch.App - 194 Maksim Gorky 35 
07 янв. 2021 05:18:33,544 [main] DEBUG ru.sfedu.photosearch.App - 226 Maksim Gorky 35 
07 янв. 2021 05:18:33,544 [main] DEBUG ru.sfedu.photosearch.App - 258 Maksim Gorky 35 
07 янв. 2021 05:18:33,544 [main] DEBUG ru.sfedu.photosearch.App - 290 Maksim Gorky 35 
07 янв. 2021 05:18:33,545 [main] DEBUG ru.sfedu.photosearch.App - 322 Maksim Gorky 35 
07 янв. 2021 05:18:33,545 [main] DEBUG ru.sfedu.photosearch.App - 354 Maksim Gorky 35 
07 янв. 2021 05:18:33,545 [main] DEBUG ru.sfedu.photosearch.App - 386 Maksim Gorky 35 
07 янв. 2021 05:18:33,545 [main] DEBUG ru.sfedu.photosearch.App - 418 Maksim Gorky 35 
07 янв. 2021 05:18:33,545 [main] DEBUG ru.sfedu.photosearch.App - 450 Maksim Gorky 35 
07 янв. 2021 05:18:33,546 [main] DEBUG ru.sfedu.photosearch.App - 482 Maksim Gorky 35 
07 янв. 2021 05:18:33,546 [main] INFO  ru.sfedu.photosearch.App - test completed
07 янв. 2021 05:19:23,817 [main] INFO  ru.sfedu.photosearch.App - [INSERTED 1 rows]
07 янв. 2021 05:19:23,831 [main] DEBUG ru.sfedu.photosearch.App - select contains 4
07 янв. 2021 05:19:23,832 [main] DEBUG ru.sfedu.photosearch.App - 1 Maksim Gorky 35 
07 янв. 2021 05:19:23,832 [main] DEBUG ru.sfedu.photosearch.App - 33 Maksim Gorky 35 
07 янв. 2021 05:19:23,832 [main] DEBUG ru.sfedu.photosearch.App - 65 Maksim Gorky 35 
07 янв. 2021 05:19:23,832 [main] DEBUG ru.sfedu.photosearch.App - 97 Maksim Gorky 35 
07 янв. 2021 05:19:23,832 [main] DEBUG ru.sfedu.photosearch.App - 129 Maksim Gorky 35 
07 янв. 2021 05:19:23,832 [main] DEBUG ru.sfedu.photosearch.App - 161 Maksim Gorky 35 
07 янв. 2021 05:19:23,833 [main] DEBUG ru.sfedu.photosearch.App - 193 Maksim Gorky 35 
07 янв. 2021 05:19:23,833 [main] DEBUG ru.sfedu.photosearch.App - 194 Maksim Gorky 35 
07 янв. 2021 05:19:23,833 [main] DEBUG ru.sfedu.photosearch.App - 226 Maksim Gorky 35 
07 янв. 2021 05:19:23,833 [main] DEBUG ru.sfedu.photosearch.App - 258 Maksim Gorky 35 
07 янв. 2021 05:19:23,833 [main] DEBUG ru.sfedu.photosearch.App - 290 Maksim Gorky 35 
07 янв. 2021 05:19:23,833 [main] DEBUG ru.sfedu.photosearch.App - 322 Maksim Gorky 35 
07 янв. 2021 05:19:23,834 [main] DEBUG ru.sfedu.photosearch.App - 354 Maksim Gorky 35 
07 янв. 2021 05:19:23,834 [main] DEBUG ru.sfedu.photosearch.App - 386 Maksim Gorky 35 
07 янв. 2021 05:19:23,834 [main] DEBUG ru.sfedu.photosearch.App - 418 Maksim Gorky 35 
07 янв. 2021 05:19:23,834 [main] DEBUG ru.sfedu.photosearch.App - 450 Maksim Gorky 35 
07 янв. 2021 05:19:23,834 [main] DEBUG ru.sfedu.photosearch.App - 482 Maksim Gorky 35 
07 янв. 2021 05:19:23,834 [main] DEBUG ru.sfedu.photosearch.App - 483 Maksim Gorky 35 
07 янв. 2021 05:19:23,835 [main] INFO  ru.sfedu.photosearch.App - test completed
07 янв. 2021 15:56:39,552 [main] INFO  ru.sfedu.photosearch.App - [INSERTED 1 rows]
07 янв. 2021 15:56:39,566 [main] DEBUG ru.sfedu.photosearch.App - select contains 4
07 янв. 2021 15:56:39,566 [main] DEBUG ru.sfedu.photosearch.App - 1 Maksim Gorky 35 
07 янв. 2021 15:56:39,566 [main] DEBUG ru.sfedu.photosearch.App - 33 Maksim Gorky 35 
07 янв. 2021 15:56:39,566 [main] DEBUG ru.sfedu.photosearch.App - 65 Maksim Gorky 35 
07 янв. 2021 15:56:39,566 [main] DEBUG ru.sfedu.photosearch.App - 97 Maksim Gorky 35 
07 янв. 2021 15:56:39,567 [main] DEBUG ru.sfedu.photosearch.App - 129 Maksim Gorky 35 
07 янв. 2021 15:56:39,567 [main] DEBUG ru.sfedu.photosearch.App - 161 Maksim Gorky 35 
07 янв. 2021 15:56:39,567 [main] DEBUG ru.sfedu.photosearch.App - 193 Maksim Gorky 35 
07 янв. 2021 15:56:39,567 [main] DEBUG ru.sfedu.photosearch.App - 194 Maksim Gorky 35 
07 янв. 2021 15:56:39,568 [main] DEBUG ru.sfedu.photosearch.App - 226 Maksim Gorky 35 
07 янв. 2021 15:56:39,568 [main] DEBUG ru.sfedu.photosearch.App - 258 Maksim Gorky 35 
07 янв. 2021 15:56:39,568 [main] DEBUG ru.sfedu.photosearch.App - 290 Maksim Gorky 35 
07 янв. 2021 15:56:39,568 [main] DEBUG ru.sfedu.photosearch.App - 322 Maksim Gorky 35 
07 янв. 2021 15:56:39,568 [main] DEBUG ru.sfedu.photosearch.App - 354 Maksim Gorky 35 
07 янв. 2021 15:56:39,569 [main] DEBUG ru.sfedu.photosearch.App - 386 Maksim Gorky 35 
07 янв. 2021 15:56:39,569 [main] DEBUG ru.sfedu.photosearch.App - 418 Maksim Gorky 35 
07 янв. 2021 15:56:39,569 [main] DEBUG ru.sfedu.photosearch.App - 450 Maksim Gorky 35 
07 янв. 2021 15:56:39,569 [main] DEBUG ru.sfedu.photosearch.App - 482 Maksim Gorky 35 
07 янв. 2021 15:56:39,569 [main] DEBUG ru.sfedu.photosearch.App - 483 Maksim Gorky 35 
07 янв. 2021 15:56:39,570 [main] DEBUG ru.sfedu.photosearch.App - 484 Maksim Gorky 35 
07 янв. 2021 15:56:39,574 [main] DEBUG ru.sfedu.photosearch.App - [UPDATED 19 rows]
07 янв. 2021 15:56:39,576 [main] DEBUG ru.sfedu.photosearch.App - [DELETED 19 rows]
07 янв. 2021 15:56:39,578 [main] INFO  ru.sfedu.photosearch.App - test completed
07 янв. 2021 15:58:14,284 [main] INFO  ru.sfedu.photosearch.App - [INSERTED 1 rows]
07 янв. 2021 15:58:14,297 [main] DEBUG ru.sfedu.photosearch.App - select contains 4 columns
07 янв. 2021 15:58:14,297 [main] DEBUG ru.sfedu.photosearch.App - 1 Maksim Gorky 35 
07 янв. 2021 15:58:14,299 [main] DEBUG ru.sfedu.photosearch.App - [UPDATED 1 rows]
07 янв. 2021 15:58:14,300 [main] DEBUG ru.sfedu.photosearch.App - 1 Aleksey Gorky 35 
07 янв. 2021 15:58:14,301 [main] DEBUG ru.sfedu.photosearch.App - [DELETED 1 rows]
07 янв. 2021 15:58:14,303 [main] INFO  ru.sfedu.photosearch.App - test completed
07 янв. 2021 17:32:55,655 [main] INFO  ru.sfedu.photosearch.App - [INSERTED 1 rows]
07 янв. 2021 17:32:55,673 [main] DEBUG ru.sfedu.photosearch.App - select contains 4 columns
07 янв. 2021 17:32:55,673 [main] DEBUG ru.sfedu.photosearch.App - 1 Maksim Gorky 35 
07 янв. 2021 17:32:55,675 [main] DEBUG ru.sfedu.photosearch.App - [UPDATED 1 rows]
07 янв. 2021 17:32:55,676 [main] DEBUG ru.sfedu.photosearch.App - 1 Aleksey Gorky 35 
07 янв. 2021 17:32:55,677 [main] DEBUG ru.sfedu.photosearch.App - [DELETED 1 rows]
07 янв. 2021 17:32:55,678 [main] INFO  ru.sfedu.photosearch.App - test completed
07 янв. 2021 17:34:14,613 [main] INFO  ru.sfedu.photosearch.App - [INSERTED 1 rows]
07 янв. 2021 17:34:14,626 [main] DEBUG ru.sfedu.photosearch.App - select contains 4 columns
07 янв. 2021 17:34:14,626 [main] DEBUG ru.sfedu.photosearch.App - 1 Maksim Gorky 35 
07 янв. 2021 17:34:14,629 [main] DEBUG ru.sfedu.photosearch.App - [UPDATED 1 rows]
07 янв. 2021 17:34:14,630 [main] DEBUG ru.sfedu.photosearch.App - 1 Aleksey Gorky 35 
07 янв. 2021 17:34:14,631 [main] DEBUG ru.sfedu.photosearch.App - [DELETED 1 rows]
07 янв. 2021 17:34:14,634 [main] INFO  ru.sfedu.photosearch.App - test completed
07 янв. 2021 17:36:38,938 [main] INFO  ru.sfedu.photosearch.App - [INSERTED 1 rows]
07 янв. 2021 17:36:38,954 [main] DEBUG ru.sfedu.photosearch.App - select contains 4 columns
07 янв. 2021 17:36:38,954 [main] DEBUG ru.sfedu.photosearch.App - 1 Maksim Gorky 35 
07 янв. 2021 17:36:38,957 [main] DEBUG ru.sfedu.photosearch.App - [UPDATED 1 rows]
07 янв. 2021 17:36:38,957 [main] DEBUG ru.sfedu.photosearch.App - 1 Aleksey Gorky 35 
07 янв. 2021 17:36:38,958 [main] DEBUG ru.sfedu.photosearch.App - [DELETED 1 rows]
07 янв. 2021 17:36:38,960 [main] INFO  ru.sfedu.photosearch.App - test completed
07 янв. 2021 18:42:56,194 [main] INFO  ru.sfedu.photosearch.App - [INSERTED 1 rows]
07 янв. 2021 18:42:56,208 [main] DEBUG ru.sfedu.photosearch.App - select contains 4 columns
07 янв. 2021 18:42:56,208 [main] DEBUG ru.sfedu.photosearch.App - 1 Maksim Gorky 35 
07 янв. 2021 18:42:56,211 [main] DEBUG ru.sfedu.photosearch.App - [UPDATED 1 rows]
07 янв. 2021 18:42:56,211 [main] DEBUG ru.sfedu.photosearch.App - 1 Aleksey Gorky 35 
07 янв. 2021 18:42:56,212 [main] DEBUG ru.sfedu.photosearch.App - [DELETED 1 rows]
07 янв. 2021 18:42:56,214 [main] INFO  ru.sfedu.photosearch.App - test completed
08 янв. 2021 00:31:19,055 [main] INFO  ru.sfedu.photosearch.App - 5ass
08 янв. 2021 01:07:37,507 [main] INFO  ru.sfedu.photosearch.App - 52
08 янв. 2021 01:14:35,339 [main] INFO  ru.sfedu.photosearch.App - false
08 янв. 2021 01:17:37,696 [main] INFO  ru.sfedu.photosearch.App - false
08 янв. 2021 21:50:05,200 [main] INFO  ru.sfedu.photosearch.enums.RoleTest - CUSTOMER
08 янв. 2021 21:50:42,461 [main] INFO  ru.sfedu.photosearch.enums.RoleTest - CUSTOMER
08 янв. 2021 21:51:01,017 [main] INFO  ru.sfedu.photosearch.enums.RoleTest - true
09 янв. 2021 03:56:45,867 [main] INFO  ru.sfedu.photosearch.enums.RoleTest - CUSTOMER
09 янв. 2021 04:23:11,750 [main] INFO  ru.sfedu.photosearch.enums.RoleTest - CUSTOMER
